54,15.6515,175.071,13.0118,0.226234,0.627136,1.30104,
56,7.29105,176.861,8.14185,0.26238,0.427464,0.877982,
58,12.4637,178.061,6.19813,0.268117,0.164947,0.251736,
60,26.0077,178.284,4.87275,0.286396,0.0621616,0.0806376,
62,43.9025,177.756,4.82034,0.277686,0.0359149,0.0424032,
64,58.6375,177.598,4.96969,0.279659,0.0275838,0.0345943,
66,88.619,177.603,4.89052,0.278649,0.0179981,0.0218675,
68,115.713,177.461,5.35298,0.270136,0.0149773,0.019155,
70,105.222,177.284,5.50166,0.268258,0.0169269,0.0221286,
72,45.3297,176.958,6.23908,0.261671,0.0453809,0.0664013,
