53.5,27.6009,166.516,65.367,4.81553,175.743,6.67201,0.758385,2.20905,4.28852,1.41031,2.22841,2.67686,
54.5,1.62679,123.972,2.51023,6.19811,174.325,56.4777,0.85085,1.64309,1.098,0.234143,3.23669,5.40887,
55.5,4.67204,154.709,89.5082,2.97039,179.445,3.68723,0.201177,13.6737,22.1456,0.781874,1.10698,0.972382,
56.5,5.25221,163.313,74.8403,7.57937,178.9,2.48224,0.227009,6.31851,12.0265,1.29772,0.419328,0.447632,
57.5,5.0761,122.101,169.927,7.9855,178.73,5.27699,0.32793,81.5693,119.797,0.970764,0.604318,0.780674,
58.5,7.52912,176.297,56.6041,13.3073,178.636,3.90725,0.332022,2.34662,4.95411,1.32873,0.387282,0.422689,
59.5,7.70507,128.897,134.73,16.0051,178.214,5.12261,0.331708,40.9259,55.4913,1.20974,0.36624,0.407697,
60.5,9.64833,170.09,69.3799,30.6283,178.368,4.39399,0.365136,3.54668,7.67271,1.64743,0.225421,0.225221,
61.5,11.8195,171.699,74.1198,36.2151,177.723,5.0354,0.442791,3.52421,8.93938,1.75517,0.221575,0.256712,
62.5,15.9154,165.403,65.2661,46.8668,178.269,4.9936,0.507109,2.93603,5.49544,2.07044,0.195101,0.24245,
63.5,20.1364,170.703,68.1934,60.2086,178.125,5.30746,0.59171,2.34458,5.45682,2.19379,0.180023,0.202287,
64.5,28.911,167.404,65.291,73.8256,177.969,5.01595,0.684735,2.02613,4.02456,2.5719,0.163649,0.187346,
65.5,38.3449,168.28,62.2353,81.4057,177.594,5.80608,0.87682,1.6362,3.28372,2.62334,0.174347,0.216236,
66.5,42.4226,170.323,58.4386,93.9266,177.749,5.29714,0.857133,1.23728,2.41431,2.84954,0.153958,0.170011,
67.5,38.077,168.546,65.4059,99.5681,177.799,5.83115,0.856355,1.73407,3.68072,2.78018,0.149702,0.180345,
68.5,37.3893,171.018,59.3467,101.098,177.595,6.09977,0.904105,1.31649,2.91987,2.68028,0.152538,0.174399,
69.5,35.4133,170.202,56.6434,100.068,177.472,6.19806,0.850825,1.26053,2.45362,2.61193,0.153219,0.179826,
70.5,32.1973,168.826,61.992,90.612,177.549,6.52794,0.859292,1.72711,3.67871,2.3329,0.165037,0.191401,
71.5,26.2398,167.233,69.4931,75.7497,177.446,6.93133,0.771775,2.53595,5.5806,2.14234,0.183798,0.209746,
72.5,18.1607,168.2,62.7437,48.0887,177.023,6.55557,0.631068,2.36915,4.92047,1.77864,0.228844,0.259635,
